Word,PoS,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,AvrgOfYears,Level.Predicted.RF,Level.Predicted.NN,Level.Predicted.SVM
northeast,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
northeast,NOUN,3.24E-06,3.31E-06,3.30E-06,3.14E-06,2.80E-06,2.87E-06,2.76E-06,2.97E-06,2.49E-06,2.99E-06,A2,B2,B2
northeast,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
northeast,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
northern,ADJ,3.70E-05,3.58E-05,3.46E-05,3.32E-05,3.30E-05,3.23E-05,3.19E-05,3.28E-05,3.02E-05,3.34E-05,B1,B1,B1
northern,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
northern,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
northern,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
northern,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
northern,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
northern,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
northern,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
northwest,ADJ,5.03E-06,4.95E-06,4.93E-06,4.56E-06,4.26E-06,4.19E-06,4.17E-06,4.14E-06,3.68E-06,4.43E-06,B2,B2,B2
northwest,ADP,4.47E-10,2.64E-10,2.40E-10,0,2.04E-10,3.47E-10,1.31E-10,6.17E-11,1.03E-10,2.00E-10,A1,A1,Unknown
northwest,ADV,7.96E-07,8.18E-07,7.63E-07,7.62E-07,6.36E-07,6.32E-07,6.76E-07,6.18E-07,5.76E-07,6.97E-07,A2,B1,B2
northwest,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
northwest,DET,7.15E-10,6.17E-10,3.99E-10,3.67E-10,6.12E-10,9.01E-10,5.88E-10,3.70E-10,6.67E-10,5.82E-10,A1,A2,A2
northwest,NOUN,4.87E-07,4.72E-07,4.83E-07,4.49E-07,4.06E-07,4.05E-07,4.05E-07,4.05E-07,3.98E-07,4.34E-07,A1,B2,Unknown
northwest,PRON,2.68E-09,3.08E-09,1.92E-09,2.86E-09,2.79E-09,2.15E-09,2.81E-09,2.28E-09,2.26E-09,2.54E-09,A1,A2,A1
northwest,VERB,1.14E-08,1.01E-08,6.79E-09,8.80E-09,8.02E-09,7.83E-09,6.66E-09,7.59E-09,5.34E-09,8.07E-09,A1,B2,B2
nose,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
nose,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
nose,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
nose,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nose,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nose,NOUN,2.57E-05,2.46E-05,2.61E-05,2.68E-05,2.71E-05,2.76E-05,2.57E-05,2.68E-05,2.93E-05,2.66E-05,A2,A2,A2
nose,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nose,VERB,8.29E-07,8.03E-07,8.72E-07,8.81E-07,8.50E-07,8.80E-07,8.14E-07,8.00E-07,7.89E-07,8.35E-07,B2,B2,B2
nostalgia,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
nostalgia,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
nostalgia,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
nostalgia,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nostalgia,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nostalgia,NOUN,3.58E-06,3.49E-06,3.48E-06,3.20E-06,3.33E-06,3.32E-06,3.23E-06,3.44E-06,2.24E-06,3.26E-06,B2,B2,B2
nostalgia,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nostalgia,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
nostalgic,ADJ,2.12E-06,2.04E-06,2.05E-06,1.91E-06,1.97E-06,1.98E-06,1.98E-06,2.06E-06,1.37E-06,1.94E-06,B1,B2,B2
nostalgic,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
nostalgic,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
nostalgic,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nostalgic,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nostalgic,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
nostalgic,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nostalgic,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
nostril,ADJ,2.08E-08,2.29E-08,2.20E-08,1.53E-08,2.09E-08,2.04E-08,1.57E-08,2.55E-08,1.52E-08,1.99E-08,A1,B2,B2
nostril,ADP,1.79E-09,9.69E-10,7.19E-10,1.03E-09,9.52E-10,6.93E-10,9.14E-10,1.42E-09,1.80E-09,1.14E-09,A1,A1,Unknown
nostril,ADV,1.16E-08,5.99E-09,1.01E-08,6.38E-09,8.02E-09,6.17E-09,6.34E-09,8.15E-09,1.04E-08,8.14E-09,A1,B1,B2
nostril,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nostril,DET,2.14E-08,1.28E-08,1.62E-08,1.55E-08,1.35E-08,1.28E-08,1.12E-08,1.24E-08,1.02E-08,1.40E-08,A1,A2,A1
nostril,NOUN,8.01E-07,7.16E-07,8.19E-07,7.35E-07,7.13E-07,7.04E-07,6.73E-07,7.07E-07,7.27E-07,7.33E-07,A1,B2,Unknown
nostril,PRON,2.68E-10,8.81E-11,6.39E-10,0,0,1.39E-10,1.31E-10,0,5.13E-11,1.46E-10,A1,A2,A2
nostril,VERB,3.22E-09,3.00E-09,5.67E-09,2.93E-09,2.38E-09,2.70E-09,3.20E-09,2.28E-09,1.90E-09,3.03E-09,A1,B2,C1
nosy,ADJ,3.06E-07,3.20E-07,3.33E-07,3.42E-07,3.34E-07,3.59E-07,3.15E-07,3.09E-07,2.38E-07,3.17E-07,A1,B2,B2
nosy,ADP,8.04E-10,3.52E-10,5.59E-10,2.20E-10,3.40E-10,9.01E-10,3.92E-10,6.17E-11,3.08E-10,4.38E-10,A1,A1,Unknown
nosy,ADV,7.06E-08,7.30E-08,8.38E-08,8.19E-08,7.98E-08,8.22E-08,8.04E-08,7.36E-08,5.53E-08,7.56E-08,A1,B1,B2
nosy,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nosy,DET,1.25E-09,7.93E-10,1.04E-09,3.67E-10,1.09E-09,2.77E-10,9.14E-10,3.09E-10,4.11E-10,7.16E-10,A1,A2,A2
nosy,NOUN,1.07E-09,6.17E-10,7.19E-10,8.07E-10,1.29E-09,1.32E-09,9.14E-10,6.79E-10,5.13E-10,8.81E-10,A1,Unknown,Unknown
nosy,PRON,1.79E-10,1.76E-10,1.60E-10,2.20E-10,2.04E-10,1.39E-10,2.61E-10,4.32E-10,2.57E-10,2.25E-10,A1,A2,A2
nosy,VERB,2.23E-09,1.59E-09,1.60E-09,1.54E-09,1.22E-09,8.32E-10,9.80E-10,1.05E-09,8.73E-10,1.32E-09,A1,B2,C1
not,ADJ,1.15E-06,1.31E-06,1.26E-06,1.24E-06,1.22E-06,1.25E-06,1.28E-06,1.22E-06,1.00E-06,1.21E-06,B1,B2,B2
not,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
not,ADV,0.004644011,0.004646666,0.004736226,0.004804749,0.004870748,0.004867193,0.004882463,0.00498578,0.005353049,0.004865654,A1,A1,B1
not,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
not,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
not,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
not,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
not,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
notable,ADJ,1.19E-05,1.13E-05,1.13E-05,1.10E-05,1.11E-05,1.12E-05,1.16E-05,1.17E-05,1.07E-05,1.13E-05,B1,B1,B1
notable,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
notable,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
notable,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notable,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notable,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
notable,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notable,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
notably,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
notably,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
notably,ADV,1.44E-05,1.33E-05,1.36E-05,1.27E-05,1.26E-05,1.30E-05,1.28E-05,1.29E-05,1.02E-05,1.28E-05,B2,B1,B1
notably,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notably,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notably,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
notably,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notably,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
note,ADJ,2.81E-06,3.01E-06,2.85E-06,2.83E-06,3.03E-06,2.77E-06,2.96E-06,2.94E-06,3.39E-06,2.95E-06,A2,B2,B2
note,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
note,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
note,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
note,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
note,NOUN,4.85E-05,4.89E-05,4.85E-05,4.88E-05,5.19E-05,4.94E-05,5.04E-05,5.20E-05,5.85E-05,5.08E-05,A2,A2,A2
note,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
note,VERB,4.18E-05,4.03E-05,4.07E-05,4.06E-05,3.81E-05,3.85E-05,3.94E-05,3.86E-05,3.34E-05,3.90E-05,B1,B1,A1
notes,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
notes,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
notes,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
notes,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notes,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notes,NOUN,4.45E-05,4.51E-05,4.42E-05,4.36E-05,4.54E-05,4.44E-05,4.47E-05,4.50E-05,4.57E-05,4.47E-05,B1,B1,A2
notes,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notes,VERB,1.36E-05,1.33E-05,1.30E-05,1.27E-05,1.26E-05,1.25E-05,1.31E-05,1.32E-05,1.02E-05,1.27E-05,B2,B1,B2
notebook,ADJ,2.43E-08,2.50E-08,2.33E-08,1.97E-08,2.98E-08,2.49E-08,2.29E-08,2.65E-08,1.99E-08,2.40E-08,A1,B2,B2
notebook,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
notebook,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
notebook,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notebook,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notebook,NOUN,5.30E-06,5.39E-06,5.46E-06,5.61E-06,5.42E-06,5.53E-06,5.17E-06,5.28E-06,4.27E-06,5.27E-06,A1,B2,B2
notebook,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notebook,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
notice,ADJ,1.70E-07,1.93E-07,1.90E-07,1.93E-07,2.02E-07,1.87E-07,1.94E-07,1.88E-07,2.00E-07,1.91E-07,A1,B2,B2
notice,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
notice,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
notice,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notice,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notice,NOUN,3.25E-05,3.53E-05,3.24E-05,3.17E-05,3.34E-05,3.22E-05,3.43E-05,3.35E-05,4.04E-05,3.40E-05,A1,B1,A2
notice,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notice,VERB,1.91E-05,1.95E-05,2.08E-05,2.13E-05,2.14E-05,2.11E-05,2.12E-05,2.15E-05,2.27E-05,2.10E-05,B1,B1,A1
noticeable,ADJ,5.57E-06,5.36E-06,5.39E-06,5.41E-06,5.36E-06,5.33E-06,5.38E-06,5.51E-06,5.39E-06,5.41E-06,B1,B1,B2
noticeable,ADP,8.94E-11,1.76E-10,2.40E-10,1.47E-10,2.72E-10,0,3.27E-10,3.70E-10,7.19E-10,2.60E-10,A1,A1,Unknown
noticeable,ADV,2.05E-08,1.69E-08,1.69E-08,2.05E-08,2.23E-08,2.12E-08,1.80E-08,2.01E-08,2.04E-08,1.96E-08,A1,B1,B2
noticeable,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
noticeable,DET,2.23E-09,2.11E-09,1.84E-09,1.83E-09,1.84E-09,1.73E-09,1.57E-09,1.91E-09,1.33E-09,1.82E-09,A1,A2,A2
noticeable,NOUN,1.74E-08,1.94E-08,1.76E-08,1.80E-08,1.64E-08,1.73E-08,1.55E-08,1.80E-08,1.39E-08,1.71E-08,A1,Unknown,Unknown
noticeable,PRON,1.88E-09,1.94E-09,1.60E-09,2.13E-09,2.24E-09,2.01E-09,2.22E-09,1.60E-09,3.28E-09,2.10E-09,A1,A2,A1
noticeable,VERB,1.25E-09,1.32E-09,1.12E-09,2.20E-09,2.58E-09,1.80E-09,1.83E-09,1.97E-09,1.95E-09,1.78E-09,A1,B2,C1
noticeably,ADJ,8.94E-11,0,7.99E-11,7.34E-11,2.72E-10,6.93E-11,0,5.55E-10,2.05E-10,1.49E-10,C2,B2,B2
noticeably,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
noticeably,ADV,2.06E-06,2.02E-06,2.06E-06,2.02E-06,1.97E-06,2.00E-06,1.96E-06,1.89E-06,1.58E-06,1.95E-06,A2,B1,B2
noticeably,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
noticeably,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
noticeably,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
noticeably,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
noticeably,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
noticeboard,ADJ,2.06E-09,1.94E-09,1.20E-09,1.32E-09,1.77E-09,1.46E-09,1.24E-09,1.05E-09,1.39E-09,1.49E-09,A1,B2,B2
noticeboard,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
noticeboard,ADV,6.70E-09,7.23E-09,6.71E-09,7.78E-09,5.51E-09,5.68E-09,5.42E-09,7.34E-09,5.18E-09,6.39E-09,A1,B1,B2
noticeboard,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
noticeboard,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
noticeboard,NOUN,5.16E-08,4.37E-08,4.71E-08,4.66E-08,4.83E-08,4.37E-08,3.90E-08,5.03E-08,3.38E-08,4.49E-08,A1,Unknown,Unknown
noticeboard,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
noticeboard,VERB,8.94E-11,6.17E-10,4.79E-10,4.40E-10,2.72E-10,4.16E-10,5.88E-10,6.79E-10,2.57E-10,4.26E-10,C1,B2,C1
notify,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
notify,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
notify,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
notify,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notify,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notify,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
notify,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notify,VERB,4.10E-06,4.56E-06,4.32E-06,4.39E-06,4.24E-06,4.17E-06,3.96E-06,3.71E-06,3.24E-06,4.08E-06,B1,B2,B2
notion,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
notion,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
notion,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
notion,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notion,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notion,NOUN,5.23E-05,4.98E-05,4.97E-05,4.74E-05,4.72E-05,4.83E-05,4.94E-05,4.83E-05,4.32E-05,4.84E-05,B1,B1,A2
notion,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notion,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
notorious,ADJ,5.68E-06,5.46E-06,5.47E-06,5.53E-06,5.68E-06,5.51E-06,5.76E-06,5.80E-06,6.07E-06,5.66E-06,B1,B1,B2
notorious,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
notorious,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
notorious,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notorious,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notorious,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
notorious,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notorious,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
notwithstanding,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
notwithstanding,ADP,4.32E-06,4.35E-06,3.93E-06,4.53E-06,4.90E-06,4.41E-06,5.78E-06,5.92E-06,1.05E-05,5.40E-06,B1,A2,A2
notwithstanding,ADV,2.22E-06,2.22E-06,2.09E-06,2.17E-06,2.24E-06,2.10E-06,2.30E-06,2.22E-06,2.62E-06,2.24E-06,A2,B1,B2
notwithstanding,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notwithstanding,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notwithstanding,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
notwithstanding,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
notwithstanding,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
novel,ADJ,1.73E-05,1.70E-05,1.75E-05,1.69E-05,1.79E-05,1.90E-05,1.92E-05,1.91E-05,1.59E-05,1.78E-05,B2,B1,B1
novel,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
novel,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
novel,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
novel,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
novel,NOUN,3.79E-05,3.41E-05,3.34E-05,3.15E-05,3.28E-05,3.29E-05,3.29E-05,3.49E-05,2.63E-05,3.30E-05,B1,B2,A2
novel,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
novel,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
novelist,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
novelist,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
novelist,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
novelist,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
novelist,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
novelist,NOUN,5.32E-06,5.01E-06,4.64E-06,4.43E-06,4.74E-06,4.47E-06,4.80E-06,4.96E-06,4.43E-06,4.75E-06,A1,B2,B2
novelist,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
novelist,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
novelty,ADJ,6.73E-07,5.84E-07,6.05E-07,6.24E-07,6.18E-07,6.22E-07,6.30E-07,6.04E-07,4.72E-07,6.03E-07,A1,B2,B2
novelty,ADP,5.45E-09,2.29E-09,4.47E-09,4.47E-09,3.06E-09,3.88E-09,3.40E-09,3.52E-09,4.05E-09,3.84E-09,A1,A1,Unknown
novelty,ADV,2.77E-08,2.93E-08,2.48E-08,2.76E-08,2.50E-08,2.65E-08,3.32E-08,3.05E-08,3.41E-08,2.87E-08,A1,B1,B2
novelty,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
novelty,DET,1.25E-09,1.59E-09,6.39E-10,1.10E-09,5.44E-10,1.11E-09,1.11E-09,8.02E-10,9.75E-10,1.01E-09,A1,A2,A2
novelty,NOUN,3.96E-06,3.73E-06,3.64E-06,3.76E-06,3.97E-06,3.89E-06,4.21E-06,4.42E-06,5.20E-06,4.09E-06,A1,B2,B2
novelty,PRON,3.57E-09,3.70E-09,3.51E-09,5.13E-09,4.83E-09,3.26E-09,5.42E-09,4.50E-09,5.80E-09,4.42E-09,A1,A2,A1
novelty,VERB,2.99E-08,2.23E-08,2.56E-08,3.11E-08,2.51E-08,3.03E-08,3.08E-08,3.00E-08,2.86E-08,2.82E-08,A1,B2,B2
now,ADJ,1.81E-06,1.90E-06,1.91E-06,1.87E-06,1.96E-06,1.91E-06,1.94E-06,1.88E-06,1.72E-06,1.88E-06,B1,B2,B2
now,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
now,ADV,0.000501504,0.000504787,0.000512231,0.00052411,0.000552914,0.000536059,0.000546622,0.000579378,0.000705271,0.000551431,A1,A1,B2
now,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
now,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
now,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
now,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
now,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
nowadays,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
nowadays,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
nowadays,ADV,4.07E-06,3.95E-06,3.80E-06,4.10E-06,4.20E-06,4.17E-06,4.27E-06,4.62E-06,5.02E-06,4.24E-06,A2,B1,B2
nowadays,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nowadays,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nowadays,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
nowadays,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nowadays,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
nowhere,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
nowhere,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
nowhere,ADV,1.14E-05,1.12E-05,1.18E-05,1.21E-05,1.21E-05,1.21E-05,1.23E-05,1.24E-05,1.27E-05,1.20E-05,B1,B1,B1
nowhere,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nowhere,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nowhere,NOUN,3.31E-09,4.85E-09,3.83E-09,5.43E-09,7.07E-09,5.13E-09,3.92E-09,4.63E-09,4.05E-09,4.69E-09,A1,Unknown,Unknown
nowhere,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nowhere,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
nuclear,ADJ,4.12E-05,3.97E-05,3.69E-05,3.66E-05,3.71E-05,3.71E-05,3.64E-05,3.87E-05,2.86E-05,3.69E-05,B1,B1,B1
nuclear,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
nuclear,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
nuclear,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nuclear,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nuclear,NOUN,1.81E-08,1.27E-08,1.53E-08,1.65E-08,1.46E-08,1.40E-08,1.17E-08,1.61E-08,9.14E-09,1.42E-08,A1,Unknown,Unknown
nuclear,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nuclear,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
nuisance,ADJ,2.90E-07,3.40E-07,2.80E-07,2.99E-07,2.70E-07,3.18E-07,2.65E-07,2.38E-07,1.88E-07,2.76E-07,A1,B2,B2
nuisance,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
nuisance,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
nuisance,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nuisance,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nuisance,NOUN,3.44E-06,3.56E-06,2.94E-06,3.35E-06,2.97E-06,3.09E-06,2.86E-06,3.04E-06,3.46E-06,3.19E-06,A2,B2,B2
nuisance,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nuisance,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
number,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
number,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
number,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
number,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
number,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
number,NOUN,0.000419982,0.000427686,0.000424744,0.000417003,0.000403692,0.000403619,0.000393298,0.000383473,0.000345666,0.000402129,A1,A1,A2
number,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
number,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
numerous,ADJ,4.60E-05,4.59E-05,4.50E-05,4.55E-05,4.54E-05,4.47E-05,4.65E-05,4.65E-05,4.93E-05,4.61E-05,A2,B1,A2
numerous,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
numerous,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
numerous,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
numerous,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
numerous,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
numerous,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
numerous,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
nurse,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
nurse,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
nurse,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
nurse,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nurse,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nurse,NOUN,2.32E-05,2.55E-05,2.48E-05,2.62E-05,2.39E-05,2.61E-05,2.53E-05,2.33E-05,2.38E-05,2.47E-05,A2,B1,A2
nurse,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
nurse,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
nursery,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
